product_id,product_name,category,segment,size,color,price,cogs
750,VietMode MA-37,Casual,All-weather,M,black,6171.26,4382.21
751,SaigonFlex UC-02,Streetwear,Everyday,M,silver,9523.08,5393.87
752,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.73,7198.3
753,VietMotion MA-02,Casual,All-weather,S,pink,24.36,14.96
754,UrbanVN UE-18,Streetwear,Performance,L,pink,3259.52,1700.49
755,VietMode RP-27,Outdoor,Activewear,XL,purple,4912.74,3845.69
756,UrbanVN RP-21,Outdoor,Activewear,L,green,3369.87,2625.47
757,DragonWear UR-11,Streetwear,Standard,S,red,52.16,33.82
758,SaigonFlex UE-03,Streetwear,Performance,XL,purple,6514.16,3614.71
759,NamStyle YY-08,GenZ,Trendy,M,silver,2834.37,2279.68
760,VietMode RP-90,Outdoor,Activewear,L,pink,4178.16,3876.5
761,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.4,5513.76
762,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55,21.34
763,UrbanVN RP-28,Outdoor,Activewear,M,blue,52.33,33.32
764,HanoiStreet UE-44,Streetwear,Performance,XL,purple,9448.74,7307.66
765,MekongFit RP-34,Outdoor,Activewear,S,pink,3432.87,2650.18
766,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.12
767,VietMode RP-98,Outdoor,Activewear,L,green,27.92,15.37
768,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.74,7189.14
769,SaigonCore UE-05,Streetwear,Performance,L,red,7559.37,4246.1
770,VietMotion UC-05,Streetwear,Everyday,M,silver,37.7,21.52
771,VietMotion YY-06,GenZ,Trendy,M,silver,22.51,12.93
772,MekongFit RP-53,Outdoor,Activewear,XL,silver,1920.87,1824.83
773,VietMode RS-70,Outdoor,Premium,S,orange,5039.37,4028.47
774,HanoiStreet UM-02,Streetwear,Balanced,L,pink,21.58,12.36
775,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.39,8029.44
776,DragonWear UM-51,Streetwear,Balanced,S,white,59.23,37.58
777,VietMode MA-25,Casual,All-weather,M,yellow,5669.37,5385.9
778,MekongFit RS-04,Outdoor,Premium,S,green,3151.46,1908.21
779,VietMotion YY-13,GenZ,Trendy,S,white,3296.85,2940.13
780,VietMode RP-42,Outdoor,Activewear,L,red,5038.74,2568.25
781,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.26,9234.63
782,VietMode RP-78,Outdoor,Activewear,L,green,4156.74,3322.48
783,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.66,3816.46
784,HanoiStreet YY-02,GenZ,Trendy,M,black,4904.03,3874.67
785,LotusWear UM-05,Streetwear,Balanced,XL,silver,9546.1,5405.95
786,VietMode RP-14,Outdoor,Activewear,L,orange,6298.74,5983.8
787,HanoiStreet RP-65,Outdoor,Activewear,M,silver,1477.49,1403.61
788,DragonWear MA-35,Casual,All-weather,XL,purple,5669.37,3727.04
789,LotusWear UE-32,Streetwear,Performance,XL,black,7633.68,6058.09
790,DragonWear YY-02,GenZ,Trendy,L,pink,6293.7,3768.04
791,VietMode RP-31,Outdoor,Activewear,XL,yellow,4534.74,4308.0
792,HanoiStreet RS-01,Outdoor,Premium,M,silver,3792.84,3178.4
793,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.23,1842.63
794,UrbanVN UC-26,Streetwear,Everyday,XL,black,2020.0,1168.16
795,NamStyle YY-11,GenZ,Trendy,S,red,1301.64,745.45
796,HanoiStreet UE-17,Streetwear,Performance,S,pink,2601.28,2461.33
797,VietMotion RP-62,Outdoor,Activewear,M,purple,30.53,17.55
798,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.63
799,VietMotion RP-17,Outdoor,Activewear,S,red,17.27,10.27
800,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,10520.48,9994.46
801,UrbanVN RP-10,Outdoor,Activewear,XL,purple,1609.91,1048.7
802,LotusWear UE-36,Streetwear,Performance,XL,purple,37.36,21.88
803,LotusWear UE-03,Streetwear,Performance,L,orange,11147.85,10315.11
804,VietMode RP-17,Outdoor,Activewear,M,purple,19.77,11.64
805,VietMotion UC-22,Streetwear,Everyday,L,white,7830.72,5726.61
806,PhoenixWear UR-16,Streetwear,Standard,S,red,6611.85,4492.09
807,LotusWear UR-26,Streetwear,Standard,L,white,10076.85,8442.38
808,VietMode RP-27,Outdoor,Activewear,XL,purple,4004.84,3125.38
809,HanoiStreet UR-30,Streetwear,Standard,S,white,39.55,24.5
810,LotusWear UE-12,Streetwear,Performance,XL,black,9887.85,9393.46
811,HanoiStreet UM-14,Streetwear,Balanced,L,red,44.06,27.3
812,SaigonFlex UE-13,Streetwear,Performance,M,purple,6289.68,3754.31
813,SaigonFlex UM-96,Unknown,Balanced,XL,black,11060.08,10507.08
814,HanoiStreet UR-19,Streetwear,Standard,M,blue,47.81,30.93
815,PhoenixWear MA-01,Casual,All-weather,L,orange,6299.37,3167.32
816,MekongFit UE-06,Streetwear,Performance,L,red,5606.37,3703.57
817,VietMotion RP-35,Outdoor,Activewear,L,pink,1546.07,846.47
818,VietMotion UE-01,Streetwear,Performance,XL,silver,7343.28,6976.11
819,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,13752.81,7730.45
820,VietMotion MA-07,Casual,All-weather,M,blue,9177.04,5596.16
821,DragonWear UM-47,Streetwear,Balanced,S,red,37.96,24.56
822,VietMode RS-78,Outdoor,Premium,S,red,4786.74,4547.4
823,VietMode RP-21,Outdoor,Activewear,M,yellow,1652.26,1569.65
824,VietMode RP-18,Outdoor,Activewear,L,green,4781.39,4542.32
825,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.15
826,SaigonFlex UM-22,Streetwear,Balanced,M,silver,11199.11,8260.46
827,PhoenixWear UE-11,Streetwear,Performance,L,pink,40.66,24.71
828,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.22,9205.43
829,HanoiStreet UE-16,Streetwear,Performance,XL,silver,7343.25,6976.09
830,VietMode RP-16,Outdoor,Activewear,S,white,4011.27,2500.23
831,VietMode RS-13,Outdoor,Premium,XL,purple,3356.79,3188.95
832,BambooCraft UM-01,Streetwear,Balanced,XL,blue,10115.1,6342.17
833,BambooCraft UM-18,Streetwear,Balanced,S,red,11356.87,6008.92
834,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.55,1250.87
835,LotusWear UR-29,Streetwear,Standard,M,silver,7052.85,5494.17
836,HanoiStreet UM-08,Streetwear,Balanced,S,white,5543.37,4445.23
837,UrbanVN RP-29,Outdoor,Activewear,L,white,37.92,22.58
838,LotusWear UE-07,Streetwear,Performance,L,green,5761.35,3392.28
839,SaigonFlex UE-08,Streetwear,Performance,S,red,7367.85,6999.46
840,SaigonFlex UM-79,Streetwear,Balanced,L,white,36.74,21.54
841,VietMode RP-57,Outdoor,Activewear,M,purple,2802.24,1672.1
842,NamStyle YY-35,GenZ,Trendy,S,white,66.83,42.5
843,UrbanVN UR-08,Streetwear,Standard,M,purple,3684.87,2645.37
844,HanoiStreet RP-78,Outdoor,Activewear,L,red,2708.37,1879.34
845,MekongFit UR-11,Streetwear,Standard,L,white,58.94,37.65
846,HanoiStreet UE-20,Streetwear,Performance,XL,black,38.27,23.97
847,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.76,7271.95
848,PhoenixWear UE-18,Streetwear,Performance,M,purple,7994.64,6223.83
849,IndigoViet UM-05,Streetwear,Balanced,XL,blue,12468.7,11003.63
850,VietMode MA-04,Casual,All-weather,S,pink,21.49,13.28
851,HanoiStreet RP-69,Outdoor,Activewear,M,black,1274.58,845.3
852,HanoiStreet RP-02,Outdoor,Activewear,L,white,1952.01,1350.79
853,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.25
854,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.62,11971.54
855,VietMode RP-82,Outdoor,Activewear,L,red,4912.74,3997.01
856,VietMode RP-61,Outdoor,Activewear,M,yellow,5963.99,4995.44
857,MekongFit UM-19,Streetwear,Balanced,L,orange,8326.33,7398.78
858,VietMode RS-81,Outdoor,Premium,XL,blue,5070.87,4513.07
859,HanoiStreet RP-15,Outdoor,Activewear,XL,silver,818.37,681.13
860,LotusWear UR-01,Streetwear,Standard,M,yellow,6513.15,4765.02
861,VietMotion UR-27,Streetwear,Standard,S,white,23.8,14.73
862,VietMotion UC-14,Streetwear,Everyday,L,green,5124.65,4868.42
863,HanoiStreet YY-22,GenZ,Trendy,M,black,17.93,10.42
864,LotusWear UE-27,Streetwear,Performance,L,green,14648.61,7768.16
865,VietMode RP-72,Outdoor,Activewear,S,red,3967.74,3769.35
866,DragonWear UM-14,Streetwear,Balanced,XL,silver,40.03,25.41
867,UrbanVN RP-31,Outdoor,Activewear,S,green,42.65,25.54
868,HanoiStreet UM-33,Streetwear,Balanced,M,yellow,4137.99,3139.08
869,VietMode MA-41,Casual,All-weather,M,purple,5114.97,3436.75
870,SaigonCore YY-56,GenZ,Trendy,M,black,1259.37,828.16
871,UrbanVN MA-03,Casual,All-weather,L,red,43.64,27.03
872,DragonWear RP-05,Outdoor,Activewear,L,red,52.83,29.25
873,HanoiStreet UR-11,Streetwear,Standard,M,purple,46.82,28.15
874,DragonWear UM-30,Streetwear,Balanced,XL,blue,10425.18,7115.18
875,DragonWear UM-19,Streetwear,Balanced,S,orange,11626.6,9137.35
876,VietMotion RP-63,Outdoor,Activewear,L,green,38.42,23.5
877,UrbanVN UE-01,Streetwear,Performance,M,black,8922.09,8475.98
878,VietMode RP-88,Outdoor,Activewear,S,green,4629.24,2849.3
879,VietMotion RP-56,Outdoor,Activewear,XL,yellow,58.95,35.48
880,HanoiStreet RP-36,Outdoor,Activewear,S,pink,23.44,13.88
881,SaigonFlex UE-10,Streetwear,Performance,L,orange,30.75,17.73
882,DragonWear UM-42,Streetwear,Balanced,XL,purple,10818.75,9215.41
883,VietMotion UM-12,Streetwear,Balanced,M,silver,50.48,31.79
884,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82,12.13
885,BambooCraft UM-06,Streetwear,Balanced,S,pink,14247.51,13535.14
886,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.08
887,VietMotion UM-03,Streetwear,Balanced,S,pink,41.44,24.99
888,VietMode MA-36,Casual,All-weather,S,red,5420.11,3545.29
889,VietMode RS-07,Outdoor,Premium,M,yellow,5039.37,2522.71
890,LotusWear UE-28,Streetwear,Performance,XL,silver,13856.85,8174.16
891,SaigonCore YY-13,GenZ,Trendy,L,pink,2515.81,2390.02
892,UrbanVN UR-02,Streetwear,Standard,XL,yellow,8126.37,5654.33
893,VietMotion UR-02,Streetwear,Standard,XL,yellow,45.85,28.63
894,SaigonCore RP-08,Outdoor,Activewear,XL,yellow,64.75,38.9
895,SaigonCore UR-09,Streetwear,Standard,XL,blue,5743.99,5456.79
896,UrbanVN RP-07,Outdoor,Activewear,S,orange,5291.37,2847.29
897,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.8,11027.77
898,DragonWear UM-01,Streetwear,Balanced,L,white,13273.38,8752.46
899,VietMotion RS-16,Outdoor,Premium,XL,blue,27.66,17.11
900,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.31,1274.25
901,VietMotion UC-31,Streetwear,Everyday,XL,blue,48.06,30.73
902,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.63,7866.46
903,PhoenixWear MA-06,Casual,All-weather,XL,silver,7874.37,5049.05
904,MekongFit UM-13,Streetwear,Balanced,S,green,9134.37,8677.65
905,SaigonFlex UM-77,Streetwear,Balanced,S,orange,11541.58,10964.5
906,VietMode MP-21,Casual,Activewear,M,blue,5353.74,4589.23
907,LotusWear UE-63,Streetwear,Performance,L,orange,8412.98,7352.1
908,SaigonFlex UE-11,Streetwear,Performance,XL,blue,6819.42,6351.61
909,DragonWear UR-14,Streetwear,Standard,XL,blue,5549.75,3170.02
910,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.88,6262.63
911,SaigonFlex UM-55,Streetwear,Balanced,L,red,20605.78,17102.8
912,SaigonFlex UM-29,Streetwear,Balanced,S,white,20475.45,12027.28
913,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.37,9963.95
914,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21,10469.2
915,VietMode MA-24,Casual,All-weather,S,pink,8377.74,7154.59
916,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.14
917,UrbanVN UC-25,Streetwear,Everyday,L,red,4301.7,3533.85
918,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.26,17.46
919,HanoiStreet YY-11,GenZ,Trendy,L,red,31.28,18.74
920,HanoiStreet YY-26,GenZ,Trendy,M,purple,37.82,20.85
921,VietMode MA-34,Casual,All-weather,L,pink,4444.02,3357.46
922,SaigonCore YY-09,GenZ,Trendy,L,white,6265.98,4713.27
923,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.34,8163.9
924,IndigoViet UM-12,Streetwear,Balanced,L,red,15511.57,10377.24
925,MekongStyle UM-02,Streetwear,Balanced,S,pink,13423.98,12210.45
926,VietMode RS-49,Outdoor,Premium,XL,black,22.33,12.39
927,VietMode RP-12,Outdoor,Activewear,S,red,2622.89,2491.75
928,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.26,6680.55
929,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.84,12572.3
930,UrbanVN RP-30,Outdoor,Activewear,XL,purple,28.05,16.87
931,SaigonFlex UM-94,Streetwear,Balanced,M,yellow,10349.29,7115.14
932,PhoenixWear UM-01,Streetwear,Balanced,L,red,10835.37,10293.6
933,VietMotion YY-04,GenZ,Trendy,XL,purple,1987.57,1152.39
934,VietMode RP-53,Outdoor,Activewear,M,black,22.29,14.06
935,VietMode RS-05,Outdoor,Premium,XL,silver,4999.05,4046.23
936,VietMode UR-01,Streetwear,Standard,S,pink,5164.74,2678.95
937,SaigonCore YY-40,GenZ,Trendy,M,purple,1211.15,735.53
938,UrbanVN MA-12,Casual,All-weather,XL,yellow,24.31,14.03
939,VietMotion MA-05,Casual,All-weather,XL,black,35.64,20.58
940,VietMode RS-48,Outdoor,Premium,L,red,48.52,31.23
941,VietMode MA-18,Casual,All-weather,L,orange,34.16,21.75
942,SaigonCore YY-27,GenZ,Trendy,S,orange,4371.09,3285.31
943,HanoiStreet UR-26,Streetwear,Standard,S,red,54.97,32.41
944,SaigonFlex UM-45,Streetwear,Balanced,S,red,19538.72,12420.77
945,LotusWear UE-55,Streetwear,Performance,L,white,25196.85,23937.01
946,UrbanVN UR-39,Streetwear,Standard,S,green,2521.25,2395.19
947,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.9,5116.25
948,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.45,16.03
949,LotusWear UE-56,Streetwear,Performance,XL,purple,10391.85,9872.26
950,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.11
951,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.1,6218.08
952,VietMode RP-23,Outdoor,Activewear,XL,black,5140.9,4883.86
953,VietMode RP-09,Outdoor,Activewear,M,silver,3778.74,1940.76
954,SaigonFlex UM-58,Streetwear,Balanced,M,blue,20.24,12.79
955,LotusWear UE-26,Streetwear,Performance,M,purple,18589.78,11094.38
956,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.98,9943.1
957,DragonWear UM-44,Streetwear,Balanced,M,silver,23.9,13.85
958,LotusWear UR-48,Streetwear,Standard,S,green,5749.06,3331.58
959,VietMode RS-89,Outdoor,Premium,XL,black,6002.09,5701.98
960,HanoiStreet RP-59,Outdoor,Activewear,XL,black,2015.37,1914.6
961,VietMotion RP-59,Outdoor,Activewear,L,orange,3918.24,3722.33
962,DragonWear MA-03,Casual,All-weather,XL,blue,10831.38,10289.81
963,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.12,6593.16
964,MekongFit RP-38,Outdoor,Activewear,S,orange,2116.29,1846.67
965,HanoiStreet UR-08,Streetwear,Standard,L,orange,2246.33,1699.8
966,HanoiStreet UM-25,Streetwear,Balanced,M,black,18.07,10.51
967,VietMode MP-27,Casual,Activewear,XL,yellow,4603.34,2585.24
968,SaigonFlex UM-24,Streetwear,Balanced,XL,yellow,18774.59,12475.71
969,VietMode RP-04,Outdoor,Activewear,S,orange,3054.87,1714.09
970,SaigonCore UR-02,Streetwear,Standard,S,green,5663.7,5380.52
971,PhoenixWear UR-07,Streetwear,Standard,XL,black,5354.37,2739.3
972,LotusWear UR-51,Streetwear,Standard,XL,yellow,8186.85,6045.99
973,VietMode RP-71,Outdoor,Activewear,XL,yellow,4469.57,2982.54
974,PhoenixWear UR-20,Streetwear,Standard,S,white,5279.32,3096.85
975,HanoiStreet RP-62,Outdoor,Activewear,L,white,22.4,14.36
976,VietMotion UR-13,Streetwear,Standard,L,red,23.87,14.64
977,VietMode RS-66,Outdoor,Premium,S,pink,30.31,18.62
978,VietMode RS-46,Outdoor,Premium,S,pink,5496.3,5221.48
979,VietMotion UR-10,Streetwear,Standard,XL,silver,3338.37,1819.41
980,VietMode RS-31,Outdoor,Premium,M,blue,31.96,19.78
981,VietMode RS-44,Outdoor,Premium,L,green,21.68,13.45
982,DragonWear UM-53,Streetwear,Balanced,L,green,29.79,17.33
983,VietMode RP-63,Outdoor,Activewear,XL,black,3202.95,2458.9
984,HanoiStreet RP-03,Outdoor,Activewear,XL,purple,1855.63,1707.74
985,VietMode RS-55,Outdoor,Premium,M,silver,4535.37,3411.96
986,VietMode RP-28,Outdoor,Activewear,S,green,18.15,10.12
987,VietMode RP-51,Outdoor,Activewear,XL,yellow,4629.24,2730.79
988,SaigonFlex UC-15,Streetwear,Everyday,L,red,5184.62,3404.74
989,VietMotion UC-33,Streetwear,Everyday,M,purple,9105.6,6343.87
990,MekongFit RP-29,Outdoor,Activewear,XL,blue,14.65,8.12
991,DragonWear UM-15,Streetwear,Balanced,S,pink,10710.0,5994.39
992,PhoenixWear UR-05,Streetwear,Standard,M,yellow,41.22,26.26
993,VietMode MA-27,Casual,All-weather,XL,black,21.87,12.78
994,HanoiStreet UR-15,Streetwear,Standard,M,yellow,25.5,14.5
995,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.34,9580.13
996,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.5
997,LotusWear UR-11,Streetwear,Standard,XL,yellow,4799.28,4433.58
998,MekongFit RP-06,Outdoor,Activewear,S,red,1979.36,1361.8
999,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.1,8502.59
1000,BambooCraft UM-05,Streetwear,Balanced,XL,silver,11388.25,5870.64
1001,DragonWear UE-02,Streetwear,Performance,L,white,8386.03,7570.07
1002,SaigonFlex UM-46,Streetwear,Balanced,M,black,24.21,14.98
1003,VietMode MA-20,Casual,All-weather,S,white,60.9,38.02
